"ID","Data.Source","Sequence.Length","Sequence.Quality","Collection.Date","Country","Location","GenBank","GISAID","Genome.Warehouse","NMDC","CNGBdb"
"EPI_ISL_418318","GISAID",29903,"High","2020/3/25","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_418372","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418410","GISAID",29810,"High","2020/3/14","Finland","Finland / Helsinki",0,1,0,0,0
"EPI_ISL_418320","GISAID",29903,"High","2020/3/25","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_418306","GISAID",29903,"High","2020/3/25","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_418325","GISAID",29882,"High","2020/2/20","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418361","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418418","GISAID",29879,"High","2020/3/16","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418427","GISAID",29879,"High","2020/3/17","France","France / ARA / Saint-Priest",0,1,0,0,0
"EPI_ISL_418348","GISAID",29882,"High","2020/3/8","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418366","GISAID",29882,"High","2020/3/5","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418332","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418352","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418317","GISAID",29903,"High","2020/3/23","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_418330","GISAID",29882,"High","2020/3/5","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418336","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418413","GISAID",29874,"High","2020/3/15","France","France / ARA / Macon",0,1,0,0,0
"EPI_ISL_418327","GISAID",29882,"High","2020/1/25","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418333","GISAID",29882,"High","2020/3/10","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418303","GISAID",29903,"High","2020/3/25","United Kingdom","United Kingdom / England / Derbyshire",0,1,0,0,0
"EPI_ISL_418270","GISAID",29822,"High","2020/3/4","Belgium","Belgium / Antwerp",0,1,0,0,0
"EPI_ISL_418376","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418371","GISAID",29882,"High","2020/3/7","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418382","GISAID",29882,"High","2020","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418353","GISAID",29882,"High","2020/3/9","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418416","GISAID",29878,"High","2020/3/16","France","France / ARA / Venissieux",0,1,0,0,0
"EPI_ISL_418362","GISAID",29882,"High","2020/3/10","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418363","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418346","GISAID",29882,"High","2020/3/7","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418356","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418414","GISAID",29879,"High","2020/3/15","France","France / ARA / Valence",0,1,0,0,0
"EPI_ISL_418295","GISAID",29903,"High","2020/3/17","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_418331","GISAID",29882,"High","2020/3/8","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418419","GISAID",29879,"High","2020/3/16","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418402","GISAID",29814,"High","2020/3/14","Finland","Finland",0,1,0,0,0
"EPI_ISL_418426","GISAID",29879,"High","2020/3/17","France","France / ARA / Bourg-en-Bresse",0,1,0,0,0
"EPI_ISL_418328","GISAID",29882,"High","2020/3/20","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418375","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418424","GISAID",29874,"High","2020/3/17","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418304","GISAID",29903,"High","2020/3/24","United Kingdom","United Kingdom / England / Derbyshire",0,1,0,0,0
"EPI_ISL_418392","GISAID",29814,"High","2020/3/13","Finland","Finland",0,1,0,0,0
"EPI_ISL_418339","GISAID",29882,"High","2020/3/9","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418264","GISAID",29888,"High","2020/3/18","Greece","Greece / Athens",0,1,0,0,0
"EPI_ISL_418423","GISAID",29874,"High","2020/3/17","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418380","GISAID",29882,"High","2020","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418430","GISAID",29879,"High","2020/3/18","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418406","GISAID",29815,"High","2020/3/14","Finland","Finland",0,1,0,0,0
"EPI_ISL_418386","GISAID",29811,"High","2020/3/13","Finland","Finland",0,1,0,0,0
"EPI_ISL_418340","GISAID",29882,"High","2020/3/9","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418403","GISAID",29815,"High","2020/3/14","Finland","Finland",0,1,0,0,0
"EPI_ISL_418391","GISAID",29814,"High","2020/3/13","Finland","Finland",0,1,0,0,0
"EPI_ISL_418263","GISAID",29884,"High","2020/3/18","Greece","Greece / Athens",0,1,0,0,0
"EPI_ISL_418322","GISAID",29882,"High","2020/3/8","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418347","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418305","GISAID",29903,"High","2020/3/25","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_418420","GISAID",29879,"High","2020/3/17","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418341","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418307","GISAID",29903,"High","2020/3/24","United Kingdom","United Kingdom / England / Derbyshire",0,1,0,0,0
"EPI_ISL_418265","GISAID",29878,"High","2020/3/18","Greece","Greece / Athens",0,1,0,0,0
"EPI_ISL_418432","GISAID",29877,"High","2020/3/18","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418302","GISAID",29903,"High","2020/3/24","United Kingdom","United Kingdom / England / South Yorkshire",0,1,0,0,0
"EPI_ISL_418323","GISAID",29882,"High","2020/3/14","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418364","GISAID",29882,"High","2020/3/13","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418412","GISAID",29879,"High","2020/3/15","France","France / ARA / Privas",0,1,0,0,0
"EPI_ISL_418313","GISAID",29903,"High","2020/3/24","United Kingdom","United Kingdom / England / Derbyshire",0,1,0,0,0
"EPI_ISL_418373","GISAID",29882,"High","2020/3/14","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418404","GISAID",29813,"High","2020/3/14","Finland","Finland",0,1,0,0,0
"EPI_ISL_418370","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418374","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418350","GISAID",29882,"High","2020/3/20","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418351","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418358","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418349","GISAID",29882,"High","2020/3/7","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418369","GISAID",29882,"High","2020/3/10","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418360","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418344","GISAID",29882,"High","2020","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418329","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418428","GISAID",29879,"High","2020/3/17","France","France / ARA / Vienne",0,1,0,0,0
"EPI_ISL_418338","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418390","GISAID",29811,"High","2020/3/13","Finland","Finland",0,1,0,0,0
"EPI_ISL_418337","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418401","GISAID",29811,"High","2020/3/14","Finland","Finland",0,1,0,0,0
"EPI_ISL_418422","GISAID",29874,"High","2020/3/17","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418324","GISAID",29882,"High","2020/3/11","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418379","GISAID",29882,"High","2020/3/13","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418425","GISAID",29879,"High","2020/3/17","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418355","GISAID",29882,"High","2020/3/8","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418395","GISAID",29811,"High","2020/3/13","Finland","Finland",0,1,0,0,0
"EPI_ISL_418368","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418334","GISAID",29882,"High","2020/3/7","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418417","GISAID",29875,"High","2020/3/16","France","France / ARA / Valence",0,1,0,0,0
"EPI_ISL_418429","GISAID",29879,"High","2020/3/18","France","France / ARA / Lyon",0,1,0,0,0
"EPI_ISL_418359","GISAID",29882,"High","2020/3/12","Canada","Canada / Ontario",0,1,0,0,0
"EPI_ISL_418196","GISAID",29903,"High","2020/3/14","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418197","GISAID",29903,"High","2020/3/15","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418198","GISAID",29903,"High","2020/3/17","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418199","GISAID",29903,"High","2020/3/17","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418203","GISAID",29903,"High","2020/3/17","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418204","GISAID",29903,"High","2020/3/17","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418207","GISAID",30362,"High","2020/3/2","Senegal","Senegal / Dakar",0,1,0,0,0
"EPI_ISL_418208","GISAID",30354,"High","2020/3/4","Senegal","Senegal / Dakar",0,1,0,0,0
"EPI_ISL_418209","GISAID",30362,"High","2020/3/3","Senegal","Senegal / Dakar",0,1,0,0,0
"EPI_ISL_418210","GISAID",29903,"High","2020/3/10","Senegal","Senegal / Touba",0,1,0,0,0
"EPI_ISL_418211","GISAID",29903,"High","2020/3/11","Senegal","Senegal / Touba",0,1,0,0,0
"EPI_ISL_418212","GISAID",29903,"High","2020/3/11","Senegal","Senegal / Touba",0,1,0,0,0
"EPI_ISL_418213","GISAID",29903,"High","2020/3/12","Senegal","Senegal / Touba",0,1,0,0,0
"EPI_ISL_418216","GISAID",29903,"High","2020/3/13","Senegal","Senegal / Dakar",0,1,0,0,0
"EPI_ISL_418218","GISAID",29817,"High","2020/2/21","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418219","GISAID",29836,"High","2020/2/26","France","France / Bretagne / Brest",0,1,0,0,0
"EPI_ISL_418220","GISAID",29836,"High","2020/2/28","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418222","GISAID",29836,"High","2020/3/4","France","France / Centre-Val de Loire / Tours",0,1,0,0,0
"EPI_ISL_418223","GISAID",29836,"High","2020/3/5","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418224","GISAID",29836,"High","2020/3/8","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418225","GISAID",29836,"High","2020/3/8","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418226","GISAID",29882,"High","2020/3/9","France","France / Hauts de France / Crouy en Thelle",0,1,0,0,0
"EPI_ISL_418227","GISAID",29822,"High","2020/3/12","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418228","GISAID",29843,"High","2020/3/12","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418229","GISAID",29761,"High","2020/3/12","France","France / Ile de France / Levallois-Perret",0,1,0,0,0
"EPI_ISL_418230","GISAID",29779,"High","2020/3/13","France","France / Ile de France / Paris",0,1,0,0,0
"EPI_ISL_418231","GISAID",29777,"High","2020/3/15","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418232","GISAID",29830,"High","2020/3/15","France","France / Ile de France / Meudon la For?t",0,1,0,0,0
"EPI_ISL_418233","GISAID",29810,"High","2020/3/15","France","France / Ile de France / Meudon la For?t",0,1,0,0,0
"EPI_ISL_418234","GISAID",29871,"High","2020/3/14","France","France / Ile de France / Longjumeau",0,1,0,0,0
"EPI_ISL_418235","GISAID",29877,"High","2020/3/16","France","France / Ile de France / Vanves",0,1,0,0,0
"EPI_ISL_418236","GISAID",29882,"High","2020/3/16","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418237","GISAID",29870,"High","2020/3/16","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418238","GISAID",29882,"High","2020/3/16","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_418240","GISAID",29874,"High","2020/3/16","France","France / Ile de France / Longjumeau",0,1,0,0,0
"EPI_ISL_418241","GISAID",29862,"High","2020/3/2","Algeria","Algeria / Boufarik",0,1,0,0,0
"EPI_ISL_418242","GISAID",29867,"High","2020/3/8","Algeria","Algeria / Blida",0,1,0,0,0
"EPI_ISL_418182","GISAID",29784,"High","2020/3/12","Spain","Spain / Madrid",0,1,0,0,0
"EPI_ISL_418183","GISAID",29782,"High","2020/3/17","Hungary","Hungary / Baranya",0,1,0,0,0
"EPI_ISL_418184","GISAID",29903,"High","Mar-20","United States","United States / Wisconsin / La Crosse County",0,1,0,0,0
"EPI_ISL_418187","GISAID",29903,"High","Mar-20","United States","United States / Wisconsin / La Crosse County",0,1,0,0,0
"EPI_ISL_418188","GISAID",29903,"High","Mar-20","United States","United States / Wisconsin / La Crosse County",0,1,0,0,0
"EPI_ISL_418192","GISAID",29903,"High","2020/3/16","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418193","GISAID",29903,"High","2020/3/17","United States","United States / New York / Manhattan",0,1,0,0,0
"EPI_ISL_418156","GISAID",29852,"High","2020/3/16","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418158","GISAID",29820,"High","2020/3/16","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418159","GISAID",29872,"High","2020/3/16","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418163","GISAID",29895,"High","2020/3/16","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418110","GISAID",29899,"High","2020/3/13","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418136","GISAID",29866,"High","2020/3/15","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418144","GISAID",29902,"High","2020/3/14","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418147","GISAID",29871,"High","2020/3/14","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418149","GISAID",29872,"High","2020/3/16","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_418038","GISAID",29826,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418039","GISAID",29843,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418040","GISAID",29646,"High","2020/3/16","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418041","GISAID",29879,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418042","GISAID",29821,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418043","GISAID",29702,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418044","GISAID",29884,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418045","GISAID",29790,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418046","GISAID",29813,"High","2020/3/16","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418047","GISAID",29887,"High","2020/3/16","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418049","GISAID",29833,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418050","GISAID",29868,"High","2020/3/16","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418051","GISAID",29657,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418053","GISAID",29871,"High","2020/3/16","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418054","GISAID",29837,"High","2020/3/16","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418055","GISAID",29599,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418056","GISAID",29878,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418057","GISAID",29836,"High","2020/3/13","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418059","GISAID",29846,"High","2020/3/13","United States","United States",0,1,0,0,0
"EPI_ISL_418060","GISAID",29852,"High","2020/3/14","United States","United States",0,1,0,0,0
"EPI_ISL_418061","GISAID",29759,"High","2020/3/13","United States","United States",0,1,0,0,0
"EPI_ISL_418062","GISAID",29894,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418064","GISAID",29864,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418066","GISAID",30021,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418067","GISAID",29892,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418069","GISAID",29846,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418070","GISAID",29841,"High","2020/3/14","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418072","GISAID",29881,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418073","GISAID",29897,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418075","GISAID",29684,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418076","GISAID",29839,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418077","GISAID",29845,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418080","GISAID",29831,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418081","GISAID",29857,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_418082","GISAID",29688,"High","2020/3/15","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_417986","GISAID",29763,"High","2020/3/3","Portugal","Portugal",0,1,0,0,0
"EPI_ISL_417987","GISAID",29763,"High","2020/3/3","Portugal","Portugal",0,1,0,0,0
"EPI_ISL_417988","GISAID",29763,"High","2020/3/5","Portugal","Portugal",0,1,0,0,0
"EPI_ISL_417989","GISAID",29763,"High","2020/3/4","Portugal","Portugal",0,1,0,0,0
"EPI_ISL_417991","GISAID",29763,"High","2020/3/8","Portugal","Portugal",0,1,0,0,0
