Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
OY293397,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.9.2,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-21
OY293443,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-05-29
OY293453,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.2.3,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29894,complete,United Kingdom:England,,Homo sapiens,,2023-05-26
OY293455,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29868,complete,United Kingdom:England,,Homo sapiens,,2023-05-18
OY293460,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,EG.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-06
OY293462,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,BQ.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29821,complete,United Kingdom:England,,Homo sapiens,,2023-06-14
OY293492,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,GK.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-06-24
OY293495,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.22.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-06-08
OY293564,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29876,complete,United Kingdom:England,,Homo sapiens,,2023-05-17
OY293608,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5.18,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-31
OY293624,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.9.2,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29894,complete,United Kingdom:England,,Homo sapiens,,2023-06-01
OY293628,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-05-22
OY293631,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-22
OY293634,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.9.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29846,complete,United Kingdom:England,,Homo sapiens,,2023-06-11
OY293638,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,EG.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-05-17
OY293640,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY293642,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29882,complete,United Kingdom:England,,Homo sapiens,,2023-05-30
OY293656,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY293657,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,EG.1.4,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-05-24
OY293664,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29855,complete,United Kingdom:England,,Homo sapiens,,2023-06-06
OY293668,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.22.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-06-08
OY293676,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,FU.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-06-09
OY293680,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-05-26
OY293697,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.16.7,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29891,complete,United Kingdom:England,,Homo sapiens,,2023-05-28
OY293701,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.16.2,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-19
OY293711,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-24
OY293712,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29882,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY293717,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-17
OY293719,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,FL.12,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-05-26
OY293761,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,EG.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-06-21
OY293837,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-05-18
OY293845,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.9.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY293856,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29891,complete,United Kingdom:England,,Homo sapiens,,2023-05-23
OY293858,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29858,complete,United Kingdom:England,,Homo sapiens,,2023-05-24
OY293889,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,FL.2.3,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-06-20
OY293891,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29894,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY293943,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,FY.1.2,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-17
OY293969,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-16T00:00:00Z,EG.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-06-10
OY285242,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.43.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-05-23
OY285244,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.9.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29859,complete,United Kingdom:England,,Homo sapiens,,2023-05-31
OY285252,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-04
OY285253,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.16.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29894,complete,United Kingdom:England,,Homo sapiens,,2023-05-17
OY285260,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.5.20,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-25
OY285262,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-06-03
OY285264,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29894,complete,United Kingdom:England,,Homo sapiens,,2023-05-30
OY285266,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.2.3.8,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-06
OY285269,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29837,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY285271,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29891,complete,United Kingdom:England,,Homo sapiens,,2023-05-26
OY285277,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,EG.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-05-18
OY285285,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.9.2,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-06-10
OY285290,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,EG.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-06-09
OY285293,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29877,complete,United Kingdom:England,,Homo sapiens,,2023-05-18
OY285294,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29891,complete,United Kingdom:England,,Homo sapiens,,2023-05-27
OY285296,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.19,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-05
OY285300,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-06-16
OY285303,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.5.59,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY285305,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,unclassifiable,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29857,complete,United Kingdom:England,,Homo sapiens,,2023-06-06
OY285306,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,EG.6.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-06-06
OY285309,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.9.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29850,complete,United Kingdom:England,,Homo sapiens,,2023-05-30
OY285310,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,CH.1.1.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29835,complete,United Kingdom:England,,Homo sapiens,,2023-06-05
OY285314,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.2.3,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29882,complete,United Kingdom:England,,Homo sapiens,,2023-06-03
OY285315,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.2.3,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29839,complete,United Kingdom:England,,Homo sapiens,,2023-06-08
OY285319,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.5,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-05-17
OY285327,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,FK.1.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29876,complete,United Kingdom:England,,Homo sapiens,,2023-06-02
OY285328,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.16,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29873,complete,United Kingdom:England,,Homo sapiens,,2023-05-17
OY285332,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,EG.5.2,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29856,complete,United Kingdom:England,,Homo sapiens,,2023-06-04
OY285334,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.9.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29853,complete,United Kingdom:England,,Homo sapiens,,2023-05-30
OY285336,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,FL.13,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29847,complete,United Kingdom:England,,Homo sapiens,,2023-06-04
OY285337,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,FL.4,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29894,complete,United Kingdom:England,,Homo sapiens,,2023-05-19
OY285340,Severe acute respiratory syndrome coronavirus 2,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-07-15T00:00:00Z,XBB.1.5.24,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29894,complete,United Kingdom:England,,Homo sapiens,,2023-05-31
